expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,ing_form,past_tense_form,past_part_form,adjs,restrictor_DE,scope_DE,NPI,animate,agent,occupation,clothing,appearance,physical,conceptual,breakable,start_with_vowel,frontable,gender,irrpl,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,properNoun,topic,image,v_embed_sc
hugged,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hug,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunt,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunt,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunts,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interact,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacting,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacted,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacted,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interact,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joke around,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joking around,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joked around,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joked around,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joke around,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jokes around,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiss,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissing,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissed,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissed,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiss,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laugh,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laughing,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laughed,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laughed,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laugh,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laughs,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learn,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learning,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learned,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learned,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learn,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
learns,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lie,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lying,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lied,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lied,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lie,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lies,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litter,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
littering,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
littered,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
littered,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litter,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litters,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marry,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marrying,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
married,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
married,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marry,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meet,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meeting,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
met,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
met,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meet,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmur,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmuring,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmured,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmured,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmur,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murmurs,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutter,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muttering,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muttered,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muttered,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutter,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutters,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiate,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiating,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiated,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiated,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiate,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiates,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nod,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nodding,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nodded,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nodded,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nod,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nods,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paint,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
painting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
painted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
painted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
paint,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
paints,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
perform,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performing,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performed,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performed,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perform,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performs,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playing,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
played,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
played,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plays,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practice,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practicing,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practiced,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practiced,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practice,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protest,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
protesting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
protested,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
protested,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
protest,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
protests,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
react,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reacting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reacted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reacted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
react,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reacts,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reading,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reads,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reply,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replying,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reply,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replies,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respond,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
responding,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
responded,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
responded,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respond,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
responds,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliate,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliating,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliated,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliated,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliate,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retaliates,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reunite,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reuniting,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reunited,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reunited,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reunite,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salute,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saluting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saluted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saluted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salute,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salutes,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratch,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratching,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratched,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratched,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratch,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scratches,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scream,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screaming,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screamed,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screamed,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scream,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screams,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shout,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shouting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shouted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shouted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
